id,comment_text,label,gpt_zeroshot,distilBERT
5d60dd1015ef8058,     A question regarding Rodriguezs sexual orientation     Would the statement Ive gone both ways I do as I please I am too fucking curious to sit here and not try when I can Men are intriguing So are chicks be enough to label her as bisexual or LGBT   ,0,1,1
94a081430dd7e785,Shit i thought you was at rikers doin ,1,1,1
5b9ba485b35b87d3,    Disputed fair use rationale for ImageCarryOnConstablejpg   Thanks for uploading ImageCarryOnConstablejpg However there is a concern that the rationale you have provided for using this image under fair use may be invalid Please read the instructions at WikipediaNonfree content carefully then go to the image description page and clarify why you think the image qualifies for fair use Using one of the templates at WikipediaFair use rationale guideline is an easy way to ensure that your image is in compliance with Wikipedia policy but remember that you must complete the template Do not simply insert a blank template on an image page    If it is determined that the image does not qualify under fair use it will be deleted within a couple of days according to our criteria for speedy deletion If you have any questions please ask them at the media copyright questions page Thank you —     Disputed fair use rationale for ImageCarryOnAtYourConveniencejpg   Thanks for uploading ImageCarryOnAtYourConveniencejpg However there is a concern that the rationale you have provided for using this image under fair use may be invalid Please read the instructions at WikipediaNonfree content carefully then go to the image description page and clarify why you think the image qualifies for fair use Using one of the templates at WikipediaFair use rationale guideline is an easy way to ensure that your image is in compliance with Wikipedia policy but remember that you must complete the template Do not simply insert a blank template on an image page    If it is determined that the image does not qualify under fair use it will be deleted within a couple of days according to our criteria for speedy deletion If you have any questions please ask them at the media copyright questions page Thank you —      Please note that source info has to include who the copyright holder is not just the website the image was taken from Thanks —  ,0,0,0
0b7ecc6a6e26bce4,I wasnt suggesting you think over posting it I was suggesting you think over the concept  Ive laid this on a number of people and its like I have to rephrase it three or four times before the light bulb goes on  MrG,0,0,0
ddac0eabfc398d42,why are you being a cunt,1,1,1
090f410ea580df44,BTW I asked how old are you and If you hadnt noticed Hadger himself even put that he was one of the non participating contestants not trying to point fingers there Hadger I did listen to my friends but you had to just slap me in the face with the comment saying that I had a rude comment When in fact I was defending my response and in fact if you were so peeved you could have said for me to change it back and not start this stupid argument over Ezekiel,1,0,1
af4fc7e3ce12a6b6,       Hi Could you please clarify the information at   Your upload description said John Bird selfmade  where as the caption on the Wikipedia article says Image of the Wreck in  Blueprint Did you take the photo that was published in the Blueprint or is one of the descriptions wrong or what Thanks  Cheers    ,0,0,0
d698dfb93daeff4f,ALBERT PYUN IS A THIEF    WHO IN THEIR RIGHT MIND would even consider funding MAX HAVOC CURSE OF THE DRAGON First of all who in Petes sake is Albert Pyun  how did he get Guams govt to finance this heap of trash when Guams govt can even fund the school system w textbooks  new technolgy I havent seen this pile of Sht but I wouldnt even dare try to,1,1,1
180369725902d7d2,     keeping     keep ur mouth  · ,0,1,1
d8adf303f0034aec,I think you are both right and wrong but Ive edited the article taking into account what you have said,0,0,0
c982dc9ef8d2c017,Thanks for experimenting with Wikipedia Your test worked and has been removed or reverted Please use the sandbox for any other tests you want to do Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia Thanks         ,0,0,0
fe3f6fedab9e7218,Shes a little self obssessed and self righteous bitch thats all I think  Me,1,1,1
a770d17954d701f8, Penis In Vagina ,1,1,1
99ad3a2cccb7be2c, whatever Habibi you are as Swedish and Buddhist as I am Korean and Thai I always thought that PanArabisim meant taking pride in being Arab not hiding it But some of you PanArabs never cease to amaze me,0,1,1
f97ea28f04a8f890,To flag a bot as a bot you must be a Bureaucrat which means you must be an administrator first then a Bureaucrat which are powers I dont have I can only approve the bots or deny them and then a Bcrat will flag it       ,0,0,0
3abf71735e6b8266, You should accept reasonable offers for blowjobs     Man If I were you I would accept this guys offer for a blowjob  Canada Dollars thats a deal Everyone loves a blowjob now and then,1,1,1
ac18c6bb4b600baf,Hey Buddy Youre A Faggot,1,1,1
a204371b853f67c9,Nice Just do it,0,0,0
b18d4ec8221b1146,September     Thank you for experimenting with  Wikipedia Your test worked and it has been reverted or removed Please use the sandbox for any other tests you may want to do Take a look at the welcome page to learn more about contributing to our encyclopedia,0,0,0
079503af170db3c4,Like the general direction the changes are going in but now the order is screwed up I think Pareto should go first and then be contrasted with KH so Im changing that again,0,0,0
3339f3aaf3581bae,   K I also found a photo from NavSource Verified against the ship history I think thats solid enough Let me know if you ever need any more  ,0,0,0
4c3d6118e1144984,Well he looks like a fag As you seem to be interested in the thing do you know him   We can also call him The Internets Hitler How does that sound   kind rgds   Richard,1,1,1
20b72eb348cf4093,Please read WPNOR so you know what original research means Also read WPNPOV And you know nothing of me I dont hate Paris If you would hate people saying them about your daughter perhaps you should raise your daughter not to be a vapid slut      ,1,1,1
e5a828a5ce22234a,   Thanks Jonesey This isnt the first time Ive been accused of incompetence and Im sure it wont be the last  although I know its not true Id be lying if I said it didnt rankle Although WP is a collaborative project unfortunately not all editors work well with others Im a volunteer who contributes in my area of expertise as best I can  ,0,0,0
fbe5c60ec259790e,        Favorite article    My new favorite article     FUCK OFF YOU FUCKING CUNTING COUPLES THERE IS NOT ROOM IN AISLE  OF TESCO FOR YOU TO EAT EACH OTHERS INNARDS OUT THERE IS NOT ROOM IN MY LIFE TO HAVE YOUR SNOGGING SHOVED IN MY FACE ALL DAY EVERY DAY JUST FUCK OFF    this article was created on St Valentines Day    My new favorite Categories    Category Athletes who have maliciously stepped on other athletes during competition    Category Flora and Fiona of Azerbaijan   Fiona   Category Towns with Zombie Problems   Category Wikipedians who insist on having the word lobster in every article    Give em some Pepper       Editor Review ,1,1,1
039a6792d5aa12ca,There are many equivalente wikipedia pages with alike companies in other countries eg Ecotricity Good Energy Green Mountain Energy Another utility company called Dong Energy is also there    I work in the company but I have tried to be neutral Input for improvements are very welcome,0,0,0
e9377049589d692b,   Why would that specific article need to have antiglobalist content Hes a famous antiglobalist who wrote in a famous antiglobalist magazine an article that many including other antiglobalists saw as antisemitic I still dont understand your argument about him being probably Jewish or having some Jewish blood but it sounds like youre saying that his blood somehow immunizes him against being antisemitic And  is a strong majority no matter how you slice it  ,0,1,0
f3b0bd492ad08a8b,    Once again Ducky Dock you prove yourself to be a complete effing idiotic moron  You want to know who the latest manifestation is really  Check out   THATs who the sock is and who its been all along  Why do I have to keep correcting and doing your work for you  oh yeahbecause youre an effing moronic puppet whos inacapable of independent thought thats why also note that BJ was Mister Soup who harassed a certain editor you hate and a certain editor you now love AND uses verizon wirelesshello  get a clue    ,1,1,1
6030732e377ed2bf,What the fuck are you talking about This is a page for disputes in regard to facts and perspective You blatantly contradict yourself with your reiteration of Wikipedias policies even though you completely violate them with your vandalism at the Holodomor page and your violation of NPOV policy with the vandalism of smearing Stalin as a dictator The propaganda outlets your ilk incessantly cites contains the following Rumours are circulatng in Moscow that Joseph Stalin the longtime leader of the Soviet Union is near death It said the Soviet leader who came to power in  had suffered a cerebral haemorrhage on Wednesday night         ,1,1,1
4b23a9eded2e6a6f,i like sugar and i like tea but i dont like niggers no sirry   theres  lone things that make me puke its a horde eatin slop n a big black spook   you kno it cuz i show it like a barnyard rooster ill crow it   the naacp would sure like ta git ahold of poor old nigger hatin me nigger hatin me   you kno it cuz i show it stick ur black head up n ill blow it   burrbssss,1,1,1
ff4db4dfa3292099,dude you are all bitches you sit there and police some gay website that cant isnt even viable information because of people like you guys thanks for making the world a better place Conche tu madre,1,1,1
e1c6d0dfa4a3212e,Prostitute for Israel   Senator Murphy has been labeled as a whore for Israel by fellow party member in an open debate This is quite controversial coming from such a highly positioned politician and brings into question the loyalties of Mr Murphy and his eligibility to perform as a senator The source ,0,1,1
2f1720eb88579917,OK the school reference is pretty convincing —,0,0,0
a6304bb20e3dfa4d,But what about Iran Russia PRC India CIS countries why do they have very little Visa FreeVOA,0,0,0
6434ebc8e169cfde,the grass spider is a very known spider in Brazil whne it bites you its neuro toxin from its body is realesed into your body and causes you to get a violent erection and shit for several houers,1,1,1
30aa6b56d99a11c5,GREEDY JEW   YOU WILL ROT IN HELL FOR MURDERING AND REJECTING JESUS,1,1,1
df28c565b1f20671, Ive seen lots of misunderstandings to say the least in this discussion To avoid one in the interpreting my pointing to the example of the incorrect way of evading criticism known as And you are lynching Negroes Ill add a direct link to an article on a logical fallacy Tu quoque Pointing to human rights problems in Russia is not a valid way to justify ignoring Russiaprovided information on human rights problems in Estonia   ,0,0,0
9c64bd417f933d3a,   Not the only song   This should have the artist as other songs exist Removed stylised as NIPPON  not in reliable sources only in blogs   ,0,0,0
3735adf6752146ad,I dont think theres really an ongoing problem with the article I think whats fairly obvious is that we have an occasional neoNazi visiting this talk page as an IP and claiming the he and his neoNazi friends are not really neoNazis Best way to respond to that is to do nothing,0,1,0
e282adfe3e3fe890,I wish to note These gaelic version arent being pushed at surrounding articles like Edgar King of Scotland Alexander I of Scotland or William the Lion the  former Davids brothers The latter Malcolm IVs brother,0,0,0
8ab99c6f9671f5bb,   Thanks  Three days does not seem long enough  Beagle has not checked in and he may like to give an opinion  Thinking more about it Id go with referred to as well and it may be better since I am basing my opinion on the govt documents that refer to BP as British Petroleum    ,0,0,0
0d65c5b43594b146, Name change     I understand The Hurt Locker has since changed its name to The Hurt Fucker Nothing Compared To Avatar,1,1,1
7eb9b7e8a55daff4,I didnt say the book doesnt exist It does and the quote is mentioned in it but it is quoted from atTabari and the report is very weak perhaps fabricated,0,0,0
4299d4ee9940b32d,get fucked your mamas cunt and you pop out with brown horse shit in your mouth lmao you cunt poofter cock sucking sperm drinker rimming gaylord fucker pretending to have a degree you mamas cunt,1,1,1
a0b20dfdd7fbd351,    It was originally the Bedford KB in the UK later also the Isuzu KB   ,0,0,0
d662cf2f87ff44de,   What exactly are you hoping to achieve by editing it other than annoying the shit out of a few people    ,0,1,1
4f66f5d905ecfbd9,Yes that is right I have vandalized from time to another just too much and too long and has not really undertsanded how stupid it was before now when  iread on admins user discussion and someone a a lot older than me explained me that I have really been stupid and therefore the only thing i could do was to ask the first admin i saw at en wiki to post this explaination and apologize to him I am not going to write dumb things at wikipedia anymore because it is stupid to do it and can get me trouble with accessing internett       Noen ganger tar det bare for lang tid å innse at man gjør noe dumt jeg innså det ifjor men glemte det desverre igjen men nå er det virkelig slutt Både fordi jeg har fått forklart og oppfattet at det er veldig dumt og fordi jeg ikke vil risikere restriksjoner mhp internett alle er avhengig av det idag,0,0,1
830c114ec2709eba,Thanks for your contributions,0,0,0
4aaceefe940e0e12,     Please do not vandalize pages as you did with this edit to Herbalife If you continue to do so you will be blocked from editing   ,0,0,0
1467c8e4c9ea80b2,what to do when you have shitty brothers who really need to go and fuck a tree   well i think as all girls need is a way to make brothers leave you alone well i know i have a great tip to make this happy first things first is that you need to know what annoys them more than anything if like me that thing is yourself simply hang around with them no matter how much you vomitlol   or if two things you like or pretend to like annoys them like opera play it loudly outside there door dont do what he tells you and you will be fine remember thay are shit holes so when they upset you say ASS FACE lololol,1,1,1
19d67dc6290d773e,      Just a Regular Irregular numbers     Was the puzzle prime number math in this episode real Who created this part of the script Is there a detailed explanation somewhere   ,0,0,0
12a23f0d10a74299,I deleted the Jews are dumb comment  I did not think the antSemitic comment was relevant I do not know what the proper protocols are for this short of thing so I just fixed it,1,1,1
26a2ee7c28c1867c,The Japanese article is under Shinobigatana so it should probably be under that or Ninjatō  Ive never even heard of Ninjaken  Ill probably move it unless someone says otherwise      ,0,0,0
6f4c12e0b10c4400,        Awesome Quote    Not all idiots are boys but all boys are idiots   ,1,0,1
3d82deaf78d539b6,Well make firms plans no later than the first week of October youll be kept in the loop  Dank,0,0,0
b740f65b01fdf21d,This article is rubbish,1,1,1
35951aafd4bb9b11,DONT GIVE A FK ABOUT ANY FREAKIN LOVE STOY WITH VAMPIRES IN IT AND IF YOU HAVE A PROBLEM WITH THIS EMAIL ME AT ,0,1,1
2a84635c6b4d0b39,It was also hotfixed last week,0,0,0
d15ea33b76dc9fcb,    All experts on this topic agree he was a secular leader and that his islamism was a pretext  Your claim that secularism was a pretext is not supported by any reliable source of which I am aware  If you have one please cite it and we can add a sentence or two to the article indicating that one source thinks otherwise  And you probably already know this but Arab is not the same as Muslim  Anyway you still havent defended your change to the article which had nothing to do with this discussion  the discussion about Saddams islamism is engaging perhaps but irrelevant to the change you were making   ,0,0,0
66df9366d84264c5,용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE용개형 사랑해 EE,0,0,0
c4b92c7115201aa9,Lick my big jew nose BIG JEW NOSE,1,1,1
87310a566e1f3f03,Oppose  note the spellings in Joan of Arc who was also French and this discussion on Joan of Arcs talk page If Mr Verne were English Id support the move but since he was French no variety of English is preferred,0,1,0
4324cc2bf8882bf8,     Correction He used UNdiluted provings but there are some modern homeopaths who claim to use highly diluted provings which of course makes no sense at all since one cannot cause any real symptoms to record by using highly diluted provings that are identical to the highly diluted final remedies        ,0,0,0
a3cf5c0138767fbf,OK Id like to also say TV Squad AV Club and the others o reviewed season  episodes  NoDohnuts,0,0,0
b6fb999bede21091,First of All    I do not care what Sigmund Freud thinks nor is his opinion any more valid than mine Rene Descartes i dont care how she viewed hate just because she is famous does not magically make her opinions more valuable than mine or anyone else’s same goes for Baruch Spinoza I am just saying it would be nice if an established user could stop putting other peoples opinions and views in it and get around to putting some facts in this article or short of that at least delete all the BS This article needs to be based on facts not opinions Studies and research I see none of these things in this article Here are some links if wiki has any integrity these links will be added Controversial they may be but like abortion hatred is a controversial subject All these links deal with hatred and they belong here            See also   Aryan Nation   Darfuri genocide    Ethnic cleansing   Genocide   Hate speech   Holocaust   Ku Klux Klan   Nazism   Nazi eugenics   Racism   Rwandan Genocide   White nationalism,0,1,0
df66de790efd6246,     Pop culture section     Billy Joels This Night Can Last Forever uses quite nicely the melody from the Adagio Cantabile,0,0,0
ff0a1e12c2789942,the great wall of china        the great was originally built to honor the great king but many workers died in thier because of the  kings stupid rules further notices or comments shall be sent to ,0,1,0
47a69ccee208135b,It seems from the literature that entrainment is scientifically well established and indeed is the basis for EEG biofeedback as well as Binaural beat technologies So calling it protoscience the definition of which is that the hypothesis is testable is POV given that the hypothesis HAS been tested on numerous occassions see article references What other basis do you have for such a claim,0,0,0
d563b2d34240ae50,cancer     i go fuck you mom and i go make you fucking horny kill     ,1,1,1
98a5cf2aa2a8bd0e,   Reverted of course What is it about the word cosmetic Are we in for another six months or another year of this This is classic WPCRUSH behaviour all over again picking up from last year Why  ✉ ,0,0,0
a126f1bf787c7f13,a bra s something that a lady wears to hold up her boobs so they dont fall out of her shirt or so her nipples dont show or where she can hold them up,1,0,1
07c547f190216939,Cleaned some things up English could be westernized a bit here,0,0,0
2ebedbaee7788682,stop fucking talking,1,1,1
78d6d364412e9c4d,   Cant speak for anyone but myself but I will Im coming to the conclusion based on the comments so far that the Blyton article is a crock of shit so I wouldnt recommend wasting your time there Gerda   ,1,1,1
0164123c08c9fcbd,   This I hate Eagles  for since he made that comment every action I undertake somebody is fucking me in the ass for it Im thinking a trip to ANI would be productive Thoughts    ,1,1,1
1e6e2aa75baef010,What in the HOLY GODS name are you talking about MY MAN  I am Blocked All I did today was undo a revision and then I was blocked so what the hell are you talking about  Damn it man I am sick of all you people acting so damn righteous and brave behind your safe computer  I demand to know what the fk your talking about BOY ,1,1,1
8b8aac7f0278c237,  November  UTC    Except for the people who actually own the character who say he did survive of course but who cares about them Unlike most movies with a toyline in this case the toy company OWNS the character they licensed it to a movie company to make a toy about not the other way around If this was King Kong and the toys contradicted the writer of the movie Id agree the writers own it but in this case it seems to be the opposite   ,0,1,0
ba30ac1c94e8a6b1,SSSSSSSSSSSSSSSSSSSHHHHHHHHHHHHHHHHHHHHOOOOOOOOOOOOOOOOOOOOO CUZ I AM HECTIK U R A GAY DICKHEAD,1,1,1
f89a2e1124bd10cc,Haha stupid Since were talking about Ultimate Wolverine I have an issue to bring up why the hell is everyone assuming that Hulk tearing him in half would damage his Adamantium skeleton I thought this was Wikipedia Come on guys get with it All references to this should be removed immediately Im to lazy and busy to be bothered but Id appreciate it if someone would you know get on that,1,1,1
5717acda0ed59392,Neither MoretoninMarsh or BourtonontheWater include a transport infrastructure section  There is scope for expanding the lead section the convergence of a number of major roads through the Cotswolds including the Fosse Way  to include some other converging roads and the history section could explain the historical relevance back to the Salt roads but a separate section for transport does not add to the article as a whole and is not particularly notable by itself       ,0,0,0
9de415bd215f7cbe,OK will do Thanks And I see it now I just didnt look back far enough,0,0,0
5661c9070ad09277,declineHow the fuck does calling a content dispute a vandalism reversion make it so,0,1,1
f6b518373fe78f3d, future     She is a loser,1,1,1
d12a37ea678a2170,Youre full of Bullshit ,1,1,1
cf0ee6bb828557d3, wtf is this     did some company exec write this bullshit i mean come on here lets get a real article written and not some advertisement crap im gonna keep deleting the bs until this,1,1,1
a2047e93788fe782,    Ok this is a fucking outrage Since WHEN did what i was doing warrant Disruptive editing I clearly explained my edits,1,1,1
cc553e8b67ce2fa2, General cleanup     I went ahead and did a cleanup of he article as a whole It was full of gramaticcal errors and such and since I saw it wasnt gonna be fixed by anyone else anytime soon I went ahead and did it The information is all still there just reworded I also separated the Titans profiles into paragraphs to make reading easier,0,0,0
e56314f24b03c8fe,Yeah there are lots of objectivist sites on the web so a google search would skew results towards description of Rand as a philosopher      Shermer in his piece on Objectivist Cultism referes to her as novelistphilospher       I could check Tibor Machans memoir he knew Rand and is a libertarian He very likely considers Rand a philospher and is a PhD in philosphy Ill get the info and post back what I find      ,0,0,0
13fa9260c8e811fb,Who the heck are you,1,1,1
cdbd468222a7787d,STOP BEING A JERK AND DELETING EVERYTHING THANKS,0,1,1
efbe79ebcaab9eed,Sorry about the confusion I mistakenly grouped some of your edits with the edits of the unknown user  However I do think the new destinations should be listed still on the main page or put into the existing paragraph,0,0,0
9bd3ee7f95d28fb3, Deleting my page     Bastard,1,1,1
826ed7b42c68056a,   My sectionYour answer is not statement by shrike  ,0,0,1
69bb00e5081705a9,Please stop creating pages to call people bitches and listing these people on bitch These edits are considered vandalism If you continue you will be blocked from editing Wikipedia  ,1,1,1
fbd7813cfcd9ce2c,   No do not upload them under different names They are identical to the ones visible on Apsidiumcom therefore Apsidiumcom owns the copyright The software simply exists to produce those images on request They are copyrighted so please stop persisting with them Thanks ╟─►─╢ ,0,1,0
957a82485fd37c1e,    I call you an idiot because you are an idiot You make claims like If a woman had a libido that could actually rival a young males Id wonder if that person had a history of childhood sexual abuse higher than average testosterone levels brain trauma or other neurological condition a sex addict or a bipolar having a manic or hypomanic episode in which hypersexuality is one of its manifestations Why are there women who take small doses of testosterone to boost their sex drive Im just as sexual as any young male I know and the same is true for many of my female friends We werent sexually abused and we arent mentally ill you ahole So your claim is idiotic Ergo you are an idiot LH    ,1,1,1
66edc99da4f5d9de,kill yourself,1,1,1
f16c62580c2eba76,m not sure that the Confucius considered himself as a synomym for the world  Also and silliest bestow peace and prosperity on the cows  WhiskeyTangoFoxtrot    This page keeps getting vandalized by the same user IP Can somebody block this vandal  UTC,0,1,0
163f6bfa9a7ab489,re Fuck Please stop removing content from Wikipedia that people have worked hard to create It is considered vandalism  If you want to experiment please use the sandbox Thank you —,1,1,1
60c75d6922c0cf8d,Kyra Phillips is just an idiot overall,1,1,1
207611cc41ab2358,   Ahaha No Im bloody not I had a bad feeling all day this mustve been it Vanessa and Darren are leaving Its always the best characters why cant they bin Michael or Carol lol    ,1,1,1
de1b0900106c5c97,concebitch dick pussey sandy vingapts,1,1,1
a117db1c37368418,Too wide a definition,0,0,0
20865834fd3db897,Is not my problem    I´m colombian and this bitch will die and I broke she jajajajaja,1,1,1
744454a9e50e7607, Please take note of editing restrictions on List of Israeli assassinations     You can read about them on the talk page of the article  Be especially cognizant of the   More details can be found here—,0,0,0
07a5680c2f6d38bf,My belated regards also,0,0,0
bcd95c78d34c8a4e, Mistakes     There are mistakes in calculations of voting periods durations for Kunayev Romanov and Tikhonov    Luk ,0,0,0
16264e6ac919b8ca,    Oh that is rich Trying to take me down for posting such terrible language when Im quoting you LOL  Did you not see the point that I said those curse words OFF of Wikipedia and didnt bring them to this encyclopedia  Who cares if a book writers says  this to when hes off the job  Anyway you are being completely paranoid by thinking that Im trying to take  down  Did you not see where I said on a more serious note      Thats funny Raynor Seriously Im laughing my ass off right now Please stop your cursing  Youre not quoting me anymore      Your actions speak volumes my bitter little friend Your inability to post a single piece of evidence pertaining to the actual debate speaks volumes my friend  ,0,1,1
7bc455b53f9832ef,The tyrannical treatment of nonregistered editors of Wikipedia articles by registered users such as yourself is utterly shameful as is your summary and highhanded deletion of questions Sickening,0,1,1
0a94c605e9ce7e05, Nick schweikhart     Nick spends all day every day playing his stupid circle game,1,1,1
1efdf48a38a720a1,       I just watched one of his hate filled speeches with the kill the babies kill the homosexual This was a profoundly disturbed human being When youre that warped there is very little possibility youre remotely sane To bad he had a chance to poison other people with his tirade of hate filled speeches I couldnt care less if youre green People are people Assholes exist in every colour of the spectrum   Personally Im just glad hes dead,1,1,1
5687cf1db709b296, Apologies I will change it I was adding it to the relevant projects and didnt know how the grading was done,0,0,0
3cfed55dfe07265b,The reason these polls are bullshit is because the majority is not always right Especially in this case This whole article has turned into one giant hit piece on Coulter and it is embarrassing  July    UTC,1,1,1
89fa0c6c12d8e919,    style  backgroundgreen color white    Light Infantry       Oberjäger    Unterfeldwebel    Feldwebel    Oberfeldwebel    Stabsfeldwebel,0,0,0
a4ae5b67e7e7c8c5,the detainees are trying to kill themselves all the time  they will consider themselves martyrs with virgins awaiting them in an islamic heaven if they actually accomplish it  the us military is actually preventing these idiots from killing themselves because it would be a pr nightmare in the other direction if more of them actually did it,0,1,1
741555d6a049bc02,    Now play nice Jake  Im not exactly happy about seeing you stoop to this  I never participated in RfC against Robert despite his obvious frothing at the mouth  The I can change can you you asked me on my talk page is not entirely true now is it   Besides our side has obvious loose cannons too  So maybe you can go trash foreskin restoration a bit more and defend more of Roberts stuff about psychotic episodes and skinlovers   ,0,0,0
396abb64ae9b249f,    The current article shows once more how idiotic it is to equate La Liga with Primera División Racing was always part of La Liga but only  years in the First Division   ,1,1,1
f91112de3f70459e,I think you faggots should stop trying to be the first one to put bullshit information on here and instead wait for the news organizations to get their facts straight,1,1,1
8d6840c3c95eb0cc,I think you fat losers need to get a fucking life and not fuck your jizz all over this wikipedia bullcrap Faggot losers,1,1,1
1ea3f42c698a1bc0,Inactive how They never broke up In  and  they were working with Roth Why is it ridiculous that Eddie and Al were writing music in the studio EDDIE OWNS A STUDIO ON HIS PROPERTY Are you on drugs or really this stupid,1,1,1
3fc02e76222c4c6e, declineNow you know why you are blocked And besides I thought you said you retired as noted on your talk page,0,0,0
7e2942b91fa2efa3, Warning     If you go on trying to use Wikipedia for advertising or promotion you will have your talk page access revoked Wikipedia is not for advertising,0,0,0
cdcfcd4ac5976826,Go to hell,1,1,1
721e8018cc3279b1,Seconded It reads like a badlytranslated instruction manual for a crappy generic toy,1,0,1
46bb5b16ce50db58,Hello Im sorry but I dont believe that the link satisfies our external links policy If you feel differently you are welcome to post at the external links noticeboard to ask for further comments If you notice a notable topic that Wikipedia has not yet covered you are more than welcome to add reliably sourced content about it to an existing article or even create a new article While Wikipedia does contain external links and unfortunately a lot of spam it is not a directory it is mainly about the content  ,0,0,0
dae1e5ed79b0fca0,I have blocked him indefinitely as a sockpuppet Ciao,1,0,1
497f7dace7245f58,shut up you faggot,1,1,1
f92ec8b4b19549e7,It will be Ive willfully neglected the article I am going to give it a shot in the arm now,0,0,0
efae964c68ae570d,you are stupid,1,1,1
